Data export from TecQuipment CE2000

Data series 1

    Time   Pump 2       LT     Flow 
   164.90    4.500    4.870    3.360
   165.00    4.500    4.865    3.365
   165.10    4.500    4.865    3.360
   165.20    4.500    4.865    3.355
   165.30    4.500    4.860    3.360
   165.40    4.500    4.860    3.360
   165.50    4.500    4.860    3.365
   165.60    4.500    4.860    3.365
   165.70    4.500    4.860    3.365
   165.80    4.500    4.855    3.360
   165.90    4.500    4.855    3.360
   166.00    4.500    4.855    3.355
   166.10    4.500    4.855    3.360
   166.20    4.500    4.850    3.365
   166.30    4.500    4.850    3.365
   166.40    4.500    4.850    3.360
   166.50    4.500    4.850    3.360
   166.60    4.500    4.845    3.365
   166.70    4.500    4.845    3.365
   166.80    4.500    4.845    3.360
   166.90    4.600    4.845    3.360
   167.00    4.600    4.840    3.365
   167.10    4.600    4.840    3.370
   167.20    4.600    4.840    3.370
   167.30    4.600    4.840    3.375
   167.40    4.600    4.835    3.370
   167.50    4.600    4.840    3.375
   167.60    4.600    4.835    3.380
   167.70    4.600    4.835    3.385
   167.80    4.600    4.835    3.390
   167.90    4.600    4.835    3.395
   168.00    4.600    4.835    3.395
   168.10    4.600    4.830    3.395
   168.20    4.600    4.830    3.395
   168.30    4.600    4.830    3.400
   168.40    4.600    4.830    3.405
   168.50    4.600    4.830    3.400
   168.60    4.600    4.825    3.405
   168.70    4.600    4.825    3.410
   168.80    4.600    4.825    3.410
   168.90    4.600    4.825    3.410
   169.00    4.600    4.825    3.410
   169.10    4.600    4.825    3.410
   169.20    4.600    4.825    3.410
   169.30    4.600    4.820    3.415
   169.40    4.600    4.820    3.420
   169.50    4.600    4.820    3.420
   169.60    4.600    4.820    3.420
   169.70    4.600    4.820    3.420
   169.80    4.600    4.820    3.420
   169.90    4.600    4.815    3.425
   170.00    4.600    4.815    3.425
   170.10    4.600    4.815    3.425
   170.20    4.600    4.815    3.430
   170.30    4.600    4.815    3.430
   170.40    4.600    4.815    3.430
   170.50    4.600    4.815    3.435
   170.60    4.600    4.815    3.435
   170.70    4.600    4.815    3.440
   170.80    4.600    4.810    3.445
   170.90    4.600    4.810    3.445
   171.00    4.600    4.810    3.450
   171.10    4.600    4.810    3.455
   171.20    4.600    4.810    3.455
   171.30    4.600    4.805    3.455
   171.40    4.600    4.805    3.455
   171.50    4.600    4.805    3.455
   171.60    4.600    4.805    3.460
   171.70    4.600    4.805    3.465
   171.80    4.600    4.805    3.470
   171.90    4.600    4.805    3.465
   172.00    4.600    4.800    3.465
   172.10    4.600    4.800    3.465
   172.20    4.600    4.800    3.465
   172.30    4.600    4.800    3.465
   172.40    4.600    4.800    3.460
   172.50    4.600    4.800    3.455
   172.60    4.600    4.800    3.455
   172.70    4.600    4.795    3.460
   172.80    4.600    4.795    3.460
   172.90    4.600    4.795    3.460
   173.00    4.600    4.795    3.460
   173.10    4.600    4.795    3.465
   173.20    4.600    4.795    3.465
   173.30    4.600    4.790    3.465
   173.40    4.600    4.795    3.465
   173.50    4.600    4.795    3.465
   173.60    4.600    4.790    3.470
   173.70    4.600    4.790    3.470
   173.80    4.600    4.790    3.470
   173.90    4.600    4.790    3.470
   174.00    4.600    4.790    3.470
   174.10    4.600    4.790    3.465
   174.20    4.600    4.785    3.465
   174.30    4.600    4.790    3.465
   174.40    4.600    4.785    3.465
   174.50    4.600    4.785    3.465
   174.60    4.600    4.785    3.465
   174.70    4.600    4.785    3.460
   174.80    4.600    4.785    3.465
   174.90    4.600    4.785    3.465
   175.00    4.600    4.785    3.470
   175.10    4.600    4.785    3.470
   175.20    4.600    4.780    3.470
   175.30    4.600    4.780    3.465
   175.40    4.600    4.780    3.465
   175.50    4.600    4.780    3.460
   175.60    4.600    4.780    3.460
   175.70    4.600    4.780    3.460
   175.80    4.600    4.775    3.460
   175.90    4.600    4.775    3.455
   176.00    4.600    4.775    3.455
   176.10    4.600    4.775    3.460
   176.20    4.600    4.775    3.455
   176.30    4.600    4.775    3.455
   176.40    4.600    4.775    3.450
   176.50    4.600    4.775    3.455
   176.60    4.600    4.770    3.450
   176.70    4.600    4.770    3.445
   176.80    4.600    4.770    3.445
   176.90    4.600    4.770    3.445
   177.00    4.600    4.770    3.445
   177.10    4.600    4.770    3.450
   177.20    4.600    4.770    3.450
   177.30    4.600    4.770    3.445
   177.40    4.600    4.770    3.450
   177.50    4.600    4.770    3.450
   177.60    4.600    4.765    3.455
   177.70    4.600    4.765    3.460
   177.80    4.600    4.765    3.460
   177.90    4.600    4.765    3.460
   178.00    4.600    4.765    3.460
   178.10    4.600    4.760    3.450
   178.20    4.600    4.765    3.450
   178.30    4.600    4.760    3.450
   178.40    4.600    4.760    3.445
   178.50    4.600    4.760    3.445
   178.60    4.600    4.760    3.450
   178.70    4.600    4.760    3.450
   178.80    4.600    4.760    3.450
   178.90    4.600    4.755    3.450
   179.00    4.600    4.755    3.445
   179.10    4.600    4.755    3.450
   179.20    4.600    4.755    3.455
   179.30    4.600    4.755    3.455
   179.40    4.600    4.755    3.455
   179.50    4.600    4.755    3.460
   179.60    4.600    4.750    3.460
   179.70    4.600    4.750    3.455
   179.80    4.600    4.750    3.455
   179.90    4.600    4.750    3.455
   180.00    4.600    4.750    3.460
   180.10    4.600    4.750    3.455
   180.20    4.600    4.750    3.455
   180.30    4.600    4.750    3.460
   180.40    4.600    4.750    3.460
   180.50    4.600    4.745    3.455
   180.60    4.600    4.745    3.455
   180.70    4.600    4.745    3.455
   180.80    4.600    4.745    3.455
   180.90    4.600    4.745    3.455
   181.00    4.600    4.745    3.455
   181.10    4.600    4.745    3.455
   181.20    4.600    4.740    3.460
   181.30    4.600    4.745    3.460
   181.40    4.600    4.740    3.465
   181.50    4.600    4.740    3.465
   181.60    4.600    4.740    3.460
   181.70    4.600    4.740    3.460
   181.80    4.600    4.740    3.455
   181.90    4.600    4.735    3.455
   182.00    4.600    4.735    3.455
   182.10    4.600    4.735    3.460
   182.20    4.600    4.735    3.460
   182.30    4.600    4.735    3.460
   182.40    4.600    4.735    3.455
   182.50    4.600    4.735    3.455
   182.60    4.600    4.735    3.460
   182.70    4.600    4.730    3.455
   182.80    4.600    4.730    3.455
   182.90    4.600    4.730    3.455
   183.00    4.600    4.730    3.455
   183.10    4.600    4.730    3.450
   183.20    4.600    4.730    3.450
   183.30    4.600    4.730    3.460
   183.40    4.600    4.730    3.460
   183.50    4.600    4.725    3.460
   183.60    4.600    4.725    3.460
   183.70    4.600    4.725    3.455
   183.80    4.600    4.725    3.455
   183.90    4.600    4.725    3.460
   184.00    4.600    4.725    3.460
   184.10    4.600    4.725    3.455
   184.20    4.600    4.725    3.460
   184.30    4.600    4.725    3.465
   184.40    4.600    4.720    3.465
   184.50    4.600    4.720    3.470
   184.60    4.600    4.720    3.470
   184.70    4.600    4.720    3.465
   184.80    4.600    4.720    3.465
   184.90    4.600    4.720    3.465
   185.00    4.600    4.720    3.460
   185.10    4.600    4.715    3.450
   185.20    4.600    4.715    3.450
   185.30    4.600    4.715    3.450
   185.40    4.600    4.715    3.450
   185.50    4.600    4.715    3.450
   185.60    4.600    4.715    3.455
   185.70    4.600    4.715    3.460
   185.80    4.600    4.715    3.460
   185.90    4.600    4.715    3.465
   186.00    4.600    4.710    3.465
   186.10    4.600    4.710    3.460
   186.20    4.600    4.710    3.460
   186.30    4.600    4.710    3.460
   186.40    4.600    4.710    3.465
   186.50    4.600    4.710    3.465
   186.60    4.600    4.710    3.465
   186.70    4.600    4.710    3.465
   186.80    4.600    4.705    3.460
   186.90    4.600    4.705    3.465
   187.00    4.600    4.705    3.465
   187.10    4.600    4.705    3.460
   187.20    4.600    4.705    3.460
   187.30    4.600    4.705    3.460
   187.40    4.600    4.705    3.460
   187.50    4.600    4.700    3.460
   187.60    4.600    4.700    3.465
   187.70    4.600    4.700    3.465
   187.80    4.600    4.700    3.460
   187.90    4.600    4.700    3.455
   188.00    4.600    4.700    3.455
   188.10    4.600    4.700    3.460
   188.20    4.600    4.700    3.455
   188.30    4.600    4.700    3.460
   188.40    4.600    4.700    3.460
   188.50    4.600    4.695    3.465
   188.60    4.600    4.700    3.465
   188.70    4.600    4.695    3.470
   188.80    4.600    4.695    3.465
   188.90    4.600    4.695    3.465
   189.00    4.600    4.695    3.465
   189.10    4.600    4.695    3.465
   189.20    4.600    4.695    3.460
   189.30    4.600    4.690    3.460
   189.40    4.600    4.690    3.460
   189.50    4.600    4.690    3.465
   189.60    4.600    4.690    3.465
   189.70    4.600    4.690    3.470
   189.80    4.600    4.690    3.475
   189.90    4.600    4.690    3.475
   190.00    4.600    4.690    3.470
   190.10    4.600    4.690    3.470
   190.20    4.600    4.685    3.470
   190.30    4.600    4.685    3.470
   190.40    4.600    4.685    3.470
   190.50    4.600    4.685    3.475
   190.60    4.600    4.685    3.480
   190.70    4.600    4.685    3.485
   190.80    4.600    4.685    3.480
   190.90    4.600    4.685    3.480
   191.00    4.600    4.685    3.480
   191.10    4.600    4.680    3.480
   191.20    4.600    4.680    3.480
   191.30    4.600    4.680    3.480
   191.40    4.600    4.680    3.480
   191.50    4.600    4.680    3.480
   191.60    4.600    4.680    3.480
   191.70    4.600    4.680    3.480
   191.80    4.600    4.675    3.485
   191.90    4.600    4.675    3.485
   192.00    4.600    4.675    3.480
   192.10    4.600    4.675    3.485
   192.20    4.600    4.675    3.485
   192.30    4.600    4.675    3.490
   192.40    4.600    4.675    3.490
   192.50    4.600    4.675    3.490
   192.60    4.600    4.675    3.495
   192.70    4.600    4.670    3.495
   192.80    4.600    4.670    3.490
   192.90    4.600    4.670    3.485
   193.00    4.600    4.670    3.480
   193.10    4.600    4.670    3.480
   193.20    4.600    4.670    3.475
   193.30    4.600    4.670    3.470
   193.40    4.600    4.670    3.465
   193.50    4.600    4.670    3.465
   193.60    4.600    4.675    3.460
   193.70    4.600    4.675    3.460
   193.80    4.600    4.680    3.460
   193.90    4.600    4.685    3.460
   194.00    4.600    4.690    3.465
   194.10    4.600    4.695    3.470
   194.20    4.600    4.700    3.470
   194.30    4.600    4.700    3.475
   194.40    4.600    4.705    3.480
   194.50    4.600    4.710    3.475
   194.60    4.600    4.715    3.475
   194.70    4.600    4.720    3.475
   194.80    4.600    4.730    3.475
   194.90    4.600    4.740    3.475
   195.00    4.600    4.745    3.470
   195.10    4.600    4.750    3.470
   195.20    4.600    4.755    3.470
   195.30    4.600    4.760    3.470
   195.40    4.600    4.770    3.470
   195.50    4.600    4.780    3.470
   195.60    4.600    4.790    3.470
   195.70    4.600    4.800    3.470
   195.80    4.600    4.815    3.465
   195.90    4.600    4.830    3.475
   196.00    4.600    4.845    3.480
   196.10    4.600    4.865    3.480
   196.20    4.600    4.885    3.480
   196.30    4.600    4.910    3.475
   196.40    4.600    4.935    3.480
   196.50    4.600    4.960    3.480
   196.60    4.600    4.990    3.480
   196.70    4.600    5.015    3.480
   196.80    4.600    5.045    3.485
   196.90    4.600    5.075    3.485
   197.00    4.600    5.105    3.485
   197.10    4.600    5.135    3.480
   197.20    4.600    5.160    3.475
   197.30    4.600    5.195    3.475
   197.40    4.600    5.225    3.475
   197.50    4.600    5.260    3.475
   197.60    4.600    5.290    3.470
   197.70    4.600    5.320    3.475
   197.80    4.600    5.350    3.475
   197.90    4.600    5.380    3.475
   198.00    4.600    5.410    3.470
   198.10    4.600    5.435    3.470
   198.20    4.600    5.460    3.475
   198.30    4.600    5.490    3.475
   198.40    4.600    5.520    3.475
   198.50    4.600    5.550    3.475
   198.60    4.600    5.575    3.475
   198.70    4.600    5.600    3.480
   198.80    4.600    5.630    3.480
   198.90    4.600    5.660    3.485
   199.00    4.600    5.685    3.485
   199.10    4.600    5.715    3.485
   199.20    4.600    5.740    3.490
   199.30    4.600    5.765    3.485
   199.40    4.600    5.790    3.485
   199.50    4.600    5.815    3.485
   199.60    4.600    5.845    3.485
   199.70    4.600    5.870    3.485
   199.80    4.600    5.895    3.480
   199.90    4.600    5.920    3.475
   200.00    4.600    5.950    3.470
   200.10    4.600    5.970    3.470
   200.20    4.600    6.000    3.475
   200.30    4.600    6.025    3.480
   200.40    4.600    6.055    3.480
   200.50    4.600    6.080    3.475
   200.60    4.600    6.110    3.475
   200.70    4.600    6.135    3.475
   200.80    4.600    6.165    3.470
   200.90    4.600    6.190    3.465
   201.00    4.600    6.215    3.470
   201.10    4.600    6.245    3.470
   201.20    4.600    6.270    3.465
   201.30    4.600    6.300    3.465
   201.40    4.600    6.330    3.465
   201.50    4.600    6.355    3.465
   201.60    4.600    6.385    3.460
   201.70    4.600    6.410    3.460
   201.80    4.600    6.435    3.460
   201.90    4.600    6.465    3.460
   202.00    4.600    6.490    3.455
   202.10    4.600    6.515    3.460
   202.20    4.600    6.540    3.460
   202.30    4.600    6.565    3.465
   202.40    4.600    6.590    3.465
   202.50    4.600    6.615    3.470
   202.60    4.600    6.635    3.470
   202.70    4.600    6.660    3.470
   202.80    4.600    6.685    3.470
   202.90    4.600    6.705    3.470
   203.00    4.600    6.730    3.475
   203.10    4.600    6.750    3.480
   203.20    4.600    6.775    3.480
   203.30    4.600    6.795    3.480
   203.40    4.600    6.820    3.485
   203.50    4.600    6.840    3.485
   203.60    4.600    6.865    3.485
   203.70    4.600    6.885    3.480
   203.80    4.600    6.905    3.480
   203.90    4.600    6.930    3.480
   204.00    4.600    6.950    3.475
   204.10    4.600    6.975    3.475
   204.20    4.600    6.995    3.475
   204.30    4.600    7.020    3.475
   204.40    4.600    7.040    3.470
   204.50    4.600    7.060    3.470
   204.60    4.600    7.085    3.470
   204.70    4.600    7.105    3.475
   204.80    4.600    7.125    3.475
   204.90    4.600    7.145    3.480
   205.00    4.600    7.170    3.480
   205.10    4.600    7.185    3.475
   205.20    4.600    7.200    3.475
   205.30    4.600    7.215    3.480
   205.40    4.600    7.230    3.480
   205.50    4.600    7.240    3.475
   205.60    4.600    7.250    3.470
   205.70    4.600    7.260    3.470
   205.80    4.600    7.265    3.470
   205.90    4.600    7.265    3.470
   206.00    4.600    7.265    3.475
   206.10    4.600    7.270    3.475
   206.20    4.600    7.270    3.475
   206.30    4.600    7.280    3.475
   206.40    4.600    7.280    3.475
   206.50    4.600    7.285    3.475
   206.60    4.600    7.285    3.475
   206.70    4.600    7.290    3.475
   206.80    4.600    7.290    3.475
   206.90    4.600    7.295    3.475
   207.00    4.600    7.305    3.475
   207.10    4.600    7.310    3.475
   207.20    4.600    7.320    3.475
   207.30    4.600    7.330    3.475
   207.40    4.600    7.340    3.475
   207.50    4.600    7.350    3.480
   207.60    4.600    7.360    3.480
   207.70    4.600    7.375    3.480
   207.80    4.600    7.390    3.485
   207.90    4.600    7.405    3.485
   208.00    4.600    7.420    3.485
   208.10    4.600    7.435    3.480
   208.20    4.600    7.450    3.480
   208.30    4.600    7.465    3.485
   208.40    4.600    7.480    3.480
   208.50    4.600    7.495    3.485
   208.60    4.600    7.510    3.490
   208.70    4.600    7.525    3.490
   208.80    4.600    7.545    3.490
   208.90    4.600    7.560    3.490
   209.00    4.700    7.575    3.485
   209.10    4.700    7.590    3.485
   209.20    4.700    7.610    3.485
   209.30    4.700    7.625    3.480
   209.40    4.700    7.640    3.485
   209.50    4.700    7.660    3.480
   209.60    4.700    7.680    3.480
   209.70    4.700    7.695    3.485
   209.80    4.700    7.710    3.485
   209.90    4.700    7.730    3.490
   210.00    4.700    7.745    3.485
   210.10    4.700    7.765    3.490
   210.20    4.700    7.780    3.490
   210.30    4.700    7.800    3.495
   210.40    4.700    7.815    3.495
   210.50    4.700    7.835    3.500
   210.60    4.700    7.850    3.500
   210.70    4.700    7.865    3.500
   210.80    4.700    7.875    3.500
   210.90    4.700    7.890    3.500
   211.00    4.700    7.900    3.505
   211.10    4.700    7.910    3.500
   211.20    4.700    7.920    3.500
   211.30    4.700    7.925    3.505
   211.40    4.700    7.930    3.505
   211.50    4.700    7.935    3.500
   211.60    4.700    7.935    3.505
   211.70    4.700    7.940    3.515
   211.80    4.700    7.945    3.515
   211.90    4.700    7.945    3.520
   212.00    4.700    7.945    3.525
   212.10    4.700    7.950    3.525
   212.20    4.700    7.950    3.525
   212.30    4.700    7.950    3.520
   212.40    4.700    7.955    3.520
   212.50    4.700    7.955    3.520
   212.60    4.700    7.955    3.520
   212.70    4.700    7.955    3.515
   212.80    4.700    7.955    3.520
   212.90    4.700    7.955    3.520
   213.00    4.700    7.955    3.515
   213.10    4.700    7.960    3.520
   213.20    4.700    7.960    3.520
   213.30    4.700    7.960    3.520
   213.40    4.700    7.960    3.525
   213.50    4.700    7.960    3.520
   213.60    4.700    7.960    3.520
   213.70    4.700    7.960    3.525
   213.80    4.700    7.960    3.525
   213.90    4.700    7.960    3.520
   214.00    4.700    7.960    3.520
   214.10    4.700    7.960    3.515
   214.20    4.700    7.965    3.515
   214.30    4.700    7.965    3.515
   214.40    4.700    7.960    3.510
   214.50    4.700    7.965    3.510
   214.60    4.700    7.960    3.515
   214.70    4.700    7.965    3.515
   214.80    4.700    7.960    3.520
   214.90    4.700    7.965    3.515
   215.00    4.700    7.960    3.520
   215.10    4.700    7.965    3.525
   215.20    4.700    7.965    3.520
   215.30    4.700    7.965    3.520
   215.40    4.700    7.965    3.520
   215.50    4.700    7.965    3.525
   215.60    4.700    7.965    3.525
   215.70    4.700    7.965    3.530
   215.80    4.700    7.965    3.525
   215.90    4.700    7.965    3.525
   216.00    4.700    7.965    3.525
   216.10    4.700    7.965    3.530
   216.20    4.700    7.965    3.530
   216.30    4.700    7.965    3.530
   216.40    4.700    7.965    3.530
   216.50    4.700    7.965    3.525
   216.60    4.700    7.965    3.520
   216.70    4.700    7.965    3.520
   216.80    4.700    7.965    3.520
   216.90    4.700    7.965    3.520
   217.00    4.700    7.965    3.520
   217.10    4.700    7.965    3.525
   217.20    4.700    7.965    3.525
   217.30    4.700    7.965    3.530
   217.40    4.700    7.965    3.530
   217.50    4.700    7.965    3.530
   217.60    4.700    7.965    3.535
   217.70    4.700    7.965    3.535
   217.80    4.700    7.965    3.530
   217.90    4.700    7.965    3.525
   218.00    4.700    7.965    3.520
   218.10    4.700    7.965    3.525
   218.20    4.700    7.965    3.525
   218.30    4.700    7.965    3.525
   218.40    4.700    7.965    3.525
   218.50    4.700    7.965    3.525
   218.60    4.700    7.965    3.530
   218.70    4.700    7.965    3.530
   218.80    4.700    7.965    3.530
   218.90    4.700    7.965    3.530
   219.00    4.700    7.965    3.530
   219.10    4.700    7.965    3.530
   219.20    4.700    7.965    3.530
   219.30    4.700    7.965    3.530
   219.40    4.700    7.965    3.530
   219.50    4.700    7.965    3.530
   219.60    4.700    7.965    3.525
   219.70    4.700    7.965    3.530
   219.80    4.700    7.965    3.530
   219.90    4.700    7.965    3.535
   220.00    4.700    7.965    3.535
   220.10    4.700    7.965    3.535
   220.20    4.700    7.965    3.540
   220.30    4.700    7.965    3.540
   220.40    4.700    7.965    3.545
   220.50    4.700    7.965    3.540
   220.60    4.700    7.965    3.535
   220.70    4.700    7.960    3.535
   220.80    4.700    7.960    3.540
   220.90    4.700    7.965    3.535
   221.00    4.700    7.965    3.540
   221.10    4.700    7.965    3.540
   221.20    4.700    7.960    3.545
   221.30    4.700    7.965    3.540
   221.40    4.700    7.965    3.540
   221.50    4.700    7.965    3.540
   221.60    4.700    7.965    3.540
   221.70    4.700    7.965    3.540
   221.80    4.700    7.965    3.545
   221.90    4.700    7.960    3.545
   222.00    4.700    7.965    3.545
   222.10    4.700    7.960    3.545
   222.20    4.700    7.965    3.550
   222.30    4.700    7.960    3.545
   222.40    4.800    7.960    3.550
   222.50    4.800    7.965    3.545
   222.60    4.800    7.965    3.545
   222.70    4.800    7.965    3.545
   222.80    4.800    7.965    3.540
   222.90    4.800    7.965    3.545
   223.00    4.800    7.965    3.550
   223.10    4.800    7.965    3.550
   223.20    4.800    7.965    3.550
   223.30    4.800    7.965    3.550
   223.40    4.800    7.960    3.550
   223.50    4.800    7.965    3.555
   223.60    4.800    7.960    3.555
   223.70    4.800    7.960    3.555
   223.80    4.800    7.965    3.555
   223.90    4.800    7.960    3.560
   224.00    4.800    7.960    3.570
   224.10    4.800    7.965    3.570
   224.20    4.800    7.965    3.570
   224.30    4.800    7.960    3.575
   224.40    4.800    7.960    3.575
   224.50    4.800    7.960    3.580
   224.60    4.800    7.965    3.575
   224.70    4.800    7.960    3.570
   224.80    4.800    7.960    3.570
   224.90    4.800    7.960    3.575
   225.00    4.800    7.960    3.575
   225.10    4.800    7.965    3.575
   225.20    4.800    7.965    3.570
   225.30    4.800    7.965    3.570
   225.40    4.800    7.965    3.570
   225.50    4.800    7.960    3.575
   225.60    4.800    7.965    3.575
   225.70    4.800    7.965    3.575
   225.80    4.800    7.960    3.575
   225.90    4.800    7.960    3.580
   226.00    4.800    7.960    3.585
   226.10    4.800    7.960    3.585
   226.20    4.800    7.960    3.590
   226.30    4.800    7.960    3.595
   226.40    4.800    7.965    3.595
   226.50    4.800    7.965    3.590
   226.60    4.800    7.960    3.590
   226.70    4.800    7.960    3.590
   226.80    4.800    7.960    3.590
   226.90    4.800    7.960    3.590
   227.00    4.800    7.960    3.590
   227.10    4.800    7.960    3.595
   227.20    4.800    7.960    3.600
   227.30    4.800    7.960    3.600
   227.40    4.800    7.960    3.595
   227.50    4.800    7.960    3.595
   227.60    4.800    7.960    3.590
   227.70    4.800    7.960    3.590
   227.80    4.800    7.965    3.590
   227.90    4.800    7.960    3.595
   228.00    4.800    7.960    3.595
   228.10    4.800    7.960    3.595
   228.20    4.800    7.960    3.600
   228.30    4.800    7.960    3.600
   228.40    4.800    7.960    3.600
   228.50    4.800    7.965    3.610
   228.60    4.800    7.960    3.610
   228.70    4.800    7.960    3.615
   228.80    4.800    7.960    3.620
   228.90    4.800    7.960    3.620
   229.00    4.900    7.960    3.615
   229.10    4.900    7.960    3.610
   229.20    4.900    7.960    3.620
   229.30    4.900    7.960    3.620
   229.40    4.900    7.965    3.625
   229.50    4.900    7.960    3.630
   229.60    4.900    7.960    3.630
   229.70    4.900    7.960    3.635
   229.80    4.900    7.960    3.635
   229.90    4.900    7.960    3.640
   230.00    5.000    7.960    3.640
   230.10    5.000    7.960    3.645
   230.20    5.000    7.960    3.650
   230.30    5.000    7.960    3.650
   230.40    5.000    7.960    3.655
   230.50    5.000    7.960    3.660
   230.60    5.000    7.960    3.660
   230.70    5.000    7.960    3.660
   230.80    5.000    7.960    3.665
   230.90    5.000    7.960    3.670
   231.00    5.000    7.960    3.670
   231.10    5.000    7.960    3.670
   231.20    5.000    7.960    3.670
   231.30    5.000    7.960    3.670
   231.40    5.000    7.960    3.670
   231.50    5.000    7.960    3.670
   231.60    5.000    7.960    3.675
   231.70    5.000    7.960    3.675
   231.80    5.000    7.960    3.675
   231.90    5.000    7.960    3.675
   232.00    5.000    7.960    3.670
   232.10    5.000    7.960    3.675
   232.20    5.000    7.960    3.680
   232.30    5.000    7.960    3.680
   232.40    5.000    7.960    3.680
   232.50    5.000    7.955    3.685
   232.60    5.000    7.955    3.685
   232.70    5.000    7.960    3.685
   232.80    5.000    7.955    3.690
   232.90    5.000    7.960    3.690
   233.00    5.000    7.955    3.695
   233.10    5.000    7.955    3.695
   233.20    5.000    7.955    3.700
   233.30    5.000    7.955    3.700
   233.40    5.000    7.955    3.700
   233.50    5.000    7.955    3.700
   233.60    5.000    7.955    3.700
   233.70    5.000    7.955    3.695
   233.80    5.000    7.955    3.695
   233.90    5.000    7.955    3.690
   234.00    5.000    7.950    3.695
   234.10    5.000    7.955    3.695
   234.20    5.000    7.955    3.700
   234.30    5.000    7.955    3.700
   234.40    5.000    7.955    3.700
   234.50    5.000    7.955    3.705
   234.60    5.000    7.955    3.705
   234.70    5.000    7.950    3.710
   234.80    5.000    7.950    3.710
   234.90    5.000    7.950    3.705
   235.00    5.000    7.950    3.705
   235.10    5.000    7.950    3.710
   235.20    5.000    7.950    3.710
   235.30    5.000    7.950    3.705
   235.40    5.000    7.950    3.705
   235.50    5.000    7.950    3.705
   235.60    5.000    7.950    3.705
   235.70    5.000    7.950    3.705
   235.80    5.000    7.950    3.705
   235.90    5.000    7.950    3.700
   236.00    5.000    7.950    3.700
   236.10    5.000    7.945    3.695
   236.20    5.000    7.945    3.695
   236.30    5.000    7.945    3.695
   236.40    5.000    7.945    3.700
   236.50    5.000    7.945    3.700
   236.60    5.000    7.945    3.700
   236.70    5.000    7.945    3.705
   236.80    5.000    7.945    3.710
   236.90    5.000    7.945    3.710
   237.00    5.000    7.945    3.715
   237.10    5.000    7.945    3.720
   237.20    5.000    7.945    3.715
   237.30    5.000    7.945    3.715
   237.40    5.000    7.945    3.720
   237.50    5.000    7.940    3.710
   237.60    5.000    7.940    3.705
   237.70    5.000    7.940    3.700
   237.80    5.000    7.940    3.705
   237.90    5.000    7.940    3.700
   238.00    5.000    7.940    3.700
   238.10    5.000    7.940    3.700
   238.20    5.000    7.940    3.700
   238.30    5.100    7.940    3.705
   238.40    5.100    7.935    3.705
   238.50    5.100    7.940    3.705
   238.60    5.100    7.935    3.705
   238.70    5.100    7.935    3.705
   238.80    5.200    7.935    3.710
   238.90    5.200    7.935    3.710
   239.00    5.200    7.935    3.715
   239.10    5.300    7.935    3.720
   239.20    5.300    7.935    3.725
   239.30    5.300    7.935    3.730
   239.40    5.300    7.935    3.735
   239.50    5.400    7.935    3.740
   239.60    5.400    7.930    3.745
   239.70    5.400    7.930    3.750
   239.80    5.400    7.930    3.750
   239.90    5.400    7.930    3.750
   240.00    5.500    7.930    3.760
   240.10    5.500    7.935    3.765
   240.20    5.500    7.930    3.770
   240.30    5.500    7.930    3.770
   240.40    5.500    7.930    3.775
   240.50    5.500    7.930    3.785
   240.60    5.500    7.930    3.795
   240.70    5.500    7.930    3.800
   240.80    5.500    7.930    3.805
   240.90    5.500    7.930    3.810
   241.00    5.500    7.930    3.815
   241.10    5.500    7.930    3.820
   241.20    5.500    7.930    3.820
   241.30    5.500    7.930    3.825
   241.40    5.500    7.930    3.840
   241.50    5.500    7.930    3.845
   241.60    5.500    7.930    3.850
   241.70    5.500    7.930    3.855
   241.80    5.500    7.930    3.855
   241.90    5.500    7.930    3.860
   242.00    5.500    7.930    3.865
   242.10    5.500    7.930    3.870
   242.20    5.400    7.925    3.880
   242.30    5.400    7.925    3.880
   242.40    5.300    7.930    3.880
   242.50    5.300    7.925    3.880
   242.60    5.300    7.930    3.885
   242.70    5.300    7.930    3.880
   242.80    5.300    7.930    3.885
   242.90    5.300    7.925    3.885
   243.00    5.300    7.925    3.885
   243.10    5.300    7.925    3.885
   243.20    5.300    7.925    3.885
   243.30    5.300    7.925    3.885
   243.40    5.300    7.930    3.875
   243.50    5.300    7.925    3.875
   243.60    5.300    7.925    3.875
   243.70    5.300    7.925    3.875
   243.80    5.300    7.925    3.870
   243.90    5.400    7.925    3.870
   244.00    5.400    7.925    3.870
   244.10    5.400    7.925    3.875
   244.20    5.400    7.925    3.875
   244.30    5.400    7.925    3.880
   244.40    5.400    7.925    3.875
   244.50    5.400    7.925    3.880
   244.60    5.400    7.925    3.880
   244.70    5.400    7.925    3.880
   244.80    5.400    7.925    3.885
   244.90    5.400    7.925    3.890
   245.00    5.400    7.925    3.890
   245.10    5.400    7.925    3.895
   245.20    5.400    7.920    3.890
   245.30    5.400    7.925    3.895
   245.40    5.400    7.920    3.900
   245.50    5.400    7.920    3.900
   245.60    5.400    7.925    3.905
   245.70    5.400    7.920    3.900
   245.80    5.400    7.920    3.905
   245.90    5.400    7.920    3.905
   246.00    5.400    7.920    3.905
   246.10    5.400    7.920    3.900
   246.20    5.400    7.920    3.900
   246.30    5.400    7.920    3.900
   246.40    5.400    7.920    3.900
   246.50    5.400    7.920    3.895
   246.60    5.400    7.920    3.895
   246.70    5.400    7.920    3.900
   246.80    5.400    7.920    3.900
   246.90    5.400    7.920    3.905
