Data export from TecQuipment CE2000

Data series 1

    Time   Pump 2       LT     Flow 
   680.90    6.000    9.230    4.465
   681.00    6.000    9.230    4.465
   681.10    6.000    9.230    4.460
   681.20    6.000    9.230    4.460
   681.30    6.000    9.230    4.455
   681.40    6.000    9.230    4.455
   681.50    6.000    9.230    4.455
   681.60    6.000    9.235    4.460
   681.70    6.000    9.235    4.460
   681.80    6.000    9.235    4.460
   681.90    6.000    9.230    4.460
   682.00    6.000    9.235    4.460
   682.10    6.000    9.235    4.465
   682.20    6.000    9.235    4.470
   682.30    6.000    9.235    4.465
   682.40    6.000    9.235    4.465
   682.50    6.000    9.235    4.465
   682.60    6.000    9.235    4.470
   682.70    6.000    9.235    4.465
   682.80    6.000    9.235    4.470
   682.90    6.000    9.235    4.470
   683.00    6.000    9.235    4.470
   683.10    6.000    9.235    4.470
   683.20    6.000    9.235    4.465
   683.30    6.000    9.235    4.465
   683.40    6.000    9.235    4.465
   683.50    6.000    9.235    4.460
   683.60    6.000    9.235    4.460
   683.70    6.000    9.240    4.460
   683.80    6.000    9.240    4.460
   683.90    6.000    9.240    4.465
   684.00    6.000    9.235    4.465
   684.10    6.000    9.235    4.465
   684.20    6.000    9.240    4.460
   684.30    6.000    9.240    4.455
   684.40    6.000    9.235    4.450
   684.50    6.000    9.240    4.450
   684.60    6.000    9.240    4.450
   684.70    6.000    9.240    4.450
   684.80    6.000    9.235    4.450
   684.90    6.000    9.240    4.445
   685.00    6.000    9.240    4.445
   685.10    6.000    9.240    4.450
   685.20    6.000    9.240    4.450
   685.30    6.000    9.240    4.445
   685.40    6.000    9.240    4.445
   685.50    6.000    9.240    4.440
   685.60    6.000    9.240    4.440
   685.70    6.000    9.240    4.440
   685.80    6.000    9.240    4.445
   685.90    6.000    9.240    4.445
   686.00    6.000    9.240    4.445
   686.10    6.000    9.240    4.445
   686.20    6.000    9.240    4.445
   686.30    6.000    9.240    4.445
   686.40    6.000    9.240    4.440
   686.50    6.000    9.245    4.440
   686.60    6.000    9.245    4.435
   686.70    6.000    9.240    4.435
   686.80    6.000    9.245    4.435
   686.90    6.000    9.245    4.435
   687.00    6.000    9.245    4.435
   687.10    6.000    9.245    4.435
   687.20    6.000    9.245    4.430
   687.30    6.000    9.245    4.435
   687.40    6.000    9.245    4.425
   687.50    6.000    9.245    4.430
   687.60    6.000    9.245    4.435
   687.70    6.000    9.245    4.440
   687.80    6.000    9.245    4.445
   687.90    6.000    9.245    4.445
   688.00    6.000    9.245    4.445
   688.10    6.000    9.245    4.455
   688.20    6.000    9.245    4.455
   688.30    6.000    9.245    4.455
   688.40    6.000    9.250    4.460
   688.50    6.000    9.245    4.455
   688.60    6.000    9.245    4.455
   688.70    6.000    9.245    4.450
   688.80    6.000    9.245    4.450
   688.90    6.000    9.250    4.455
   689.00    6.000    9.250    4.455
   689.10    6.000    9.250    4.460
   689.20    6.000    9.250    4.465
   689.30    6.000    9.250    4.470
   689.40    6.000    9.245    4.475
   689.50    6.000    9.250    4.475
   689.60    6.000    9.250    4.485
   689.70    6.000    9.250    4.490
   689.80    6.000    9.250    4.485
   689.90    6.000    9.250    4.480
   690.00    6.000    9.250    4.485
   690.10    6.000    9.250    4.480
   690.20    6.000    9.250    4.480
   690.30    6.000    9.250    4.480
   690.40    6.000    9.250    4.475
   690.50    6.000    9.250    4.480
   690.60    6.000    9.250    4.480
   690.70    6.000    9.250    4.475
   690.80    6.000    9.250    4.475
   690.90    6.000    9.250    4.470
   691.00    6.000    9.255    4.470
   691.10    6.000    9.250    4.470
   691.20    6.000    9.250    4.470
   691.30    6.000    9.250    4.465
   691.40    6.000    9.250    4.465
   691.50    6.000    9.255    4.465
   691.60    6.000    9.250    4.470
   691.70    6.000    9.250    4.465
   691.80    6.000    9.255    4.465
   691.90    6.000    9.250    4.470
   692.00    6.000    9.255    4.470
   692.10    6.000    9.255    4.470
   692.20    6.000    9.255    4.470
   692.30    6.000    9.255    4.470
   692.40    6.000    9.255    4.465
   692.50    6.000    9.255    4.460
   692.60    6.000    9.255    4.460
   692.70    6.000    9.255    4.460
   692.80    6.000    9.255    4.460
   692.90    6.000    9.255    4.455
   693.00    6.000    9.255    4.455
   693.10    6.000    9.255    4.455
   693.20    6.000    9.255    4.455
   693.30    6.000    9.255    4.460
   693.40    6.000    9.255    4.460
   693.50    6.000    9.255    4.465
   693.60    6.000    9.255    4.470
   693.70    6.000    9.255    4.475
   693.80    6.000    9.255    4.480
   693.90    6.000    9.255    4.480
   694.00    6.000    9.260    4.480
   694.10    6.000    9.260    4.480
   694.20    6.000    9.255    4.480
   694.30    6.000    9.255    4.480
   694.40    6.000    9.260    4.480
   694.50    6.000    9.260    4.480
   694.60    6.000    9.260    4.480
   694.70    6.000    9.260    4.480
   694.80    6.000    9.260    4.475
   694.90    6.000    9.260    4.475
   695.00    6.000    9.260    4.480
   695.10    6.000    9.260    4.480
   695.20    6.000    9.260    4.485
   695.30    6.000    9.260    4.485
   695.40    6.000    9.260    4.485
   695.50    6.000    9.260    4.480
   695.60    6.000    9.260    4.480
   695.70    6.000    9.260    4.470
   695.80    6.000    9.260    4.475
   695.90    6.000    9.260    4.475
   696.00    6.000    9.260    4.480
   696.10    6.000    9.260    4.475
   696.20    6.000    9.260    4.475
   696.30    6.000    9.260    4.480
   696.40    6.000    9.260    4.480
   696.50    6.000    9.260    4.485
   696.60    6.000    9.265    4.485
   696.70    6.000    9.260    4.485
   696.80    6.000    9.265    4.480
   696.90    6.000    9.260    4.480
   697.00    6.000    9.260    4.480
   697.10    6.000    9.265    4.480
   697.20    6.000    9.265    4.480
   697.30    6.000    9.265    4.480
   697.40    6.000    9.265    4.480
   697.50    6.000    9.265    4.480
   697.60    6.000    9.265    4.475
   697.70    6.000    9.265    4.475
   697.80    6.000    9.265    4.475
   697.90    6.000    9.265    4.475
   698.00    6.000    9.265    4.475
   698.10    6.000    9.265    4.475
   698.20    6.000    9.265    4.470
   698.30    6.000    9.265    4.475
   698.40    6.000    9.265    4.470
   698.50    6.000    9.265    4.470
   698.60    6.000    9.265    4.470
   698.70    6.000    9.265    4.475
   698.80    6.000    9.265    4.475
   698.90    6.000    9.265    4.475
   699.00    6.000    9.265    4.470
   699.10    6.000    9.265    4.470
   699.20    6.000    9.270    4.470
   699.30    6.000    9.270    4.465
   699.40    6.000    9.270    4.455
   699.50    6.000    9.270    4.460
   699.60    6.000    9.270    4.460
   699.70    6.000    9.270    4.460
   699.80    6.000    9.270    4.460
   699.90    6.000    9.265    4.460
   700.00    6.000    9.270    4.460
   700.10    6.000    9.270    4.460
   700.20    6.000    9.270    4.465
   700.30    6.000    9.270    4.460
   700.40    6.000    9.270    4.460
   700.50    6.000    9.270    4.460
   700.60    6.000    9.270    4.460
   700.70    6.000    9.270    4.460
   700.80    6.000    9.270    4.465
   700.90    6.000    9.270    4.465
   701.00    6.000    9.270    4.460
   701.10    6.000    9.270    4.460
   701.20    6.000    9.270    4.460
   701.30    6.000    9.270    4.460
   701.40    6.000    9.275    4.465
   701.50    6.000    9.270    4.465
   701.60    6.000    9.270    4.460
   701.70    6.000    9.275    4.465
   701.80    6.000    9.270    4.465
   701.90    6.000    9.275    4.465
   702.00    6.000    9.275    4.465
   702.10    6.000    9.275    4.470
   702.20    6.000    9.275    4.475
   702.30    6.000    9.275    4.470
   702.40    6.000    9.275    4.470
   702.50    6.000    9.275    4.475
   702.60    6.000    9.275    4.475
   702.70    6.000    9.275    4.480
   702.80    6.000    9.275    4.475
   702.90    6.000    9.275    4.475
   703.00    6.000    9.275    4.475
   703.10    6.000    9.275    4.475
   703.20    6.000    9.275    4.475
   703.30    6.000    9.275    4.470
   703.40    6.000    9.275    4.470
   703.50    6.000    9.275    4.465
   703.60    6.000    9.275    4.460
   703.70    6.000    9.275    4.450
   703.80    6.000    9.275    4.455
   703.90    6.000    9.275    4.455
   704.00    6.000    9.280    4.455
   704.10    6.000    9.275    4.455
   704.20    6.000    9.280    4.460
   704.30    6.000    9.275    4.460
   704.40    6.000    9.280    4.455
   704.50    6.000    9.280    4.460
   704.60    6.000    9.280    4.455
   704.70    6.000    9.280    4.460
   704.80    6.000    9.280    4.465
   704.90    6.000    9.280    4.470
   705.00    6.000    9.280    4.470
   705.10    6.000    9.280    4.465
   705.20    6.000    9.280    4.465
   705.30    6.000    9.280    4.465
   705.40    6.000    9.280    4.465
   705.50    6.000    9.280    4.465
   705.60    6.000    9.280    4.465
   705.70    6.000    9.280    4.465
   705.80    6.000    9.280    4.470
   705.90    6.000    9.280    4.470
   706.00    6.000    9.280    4.470
   706.10    6.000    9.280    4.470
   706.20    6.000    9.280    4.470
   706.30    6.000    9.280    4.475
   706.40    6.000    9.280    4.475
   706.50    6.000    9.280    4.475
   706.60    6.000    9.280    4.475
   706.70    6.000    9.280    4.480
   706.80    6.000    9.280    4.480
   706.90    6.000    9.280    4.485
   707.00    6.000    9.280    4.485
   707.10    6.000    9.280    4.485
   707.20    6.000    9.280    4.485
   707.30    6.000    9.285    4.480
   707.40    6.000    9.285    4.480
   707.50    6.000    9.285    4.480
   707.60    6.000    9.285    4.480
   707.70    6.000    9.285    4.475
   707.80    6.000    9.285    4.470
   707.90    6.000    9.285    4.470
   708.00    6.000    9.285    4.470
   708.10    6.000    9.285    4.475
   708.20    6.000    9.285    4.475
   708.30    6.000    9.285    4.475
   708.40    6.000    9.285    4.475
   708.50    6.000    9.285    4.475
   708.60    6.000    9.285    4.480
   708.70    6.000    9.285    4.475
   708.80    6.000    9.285    4.480
   708.90    6.000    9.285    4.480
   709.00    6.000    9.285    4.480
   709.10    6.000    9.285    4.475
   709.20    6.000    9.285    4.475
   709.30    6.000    9.285    4.480
   709.40    6.000    9.290    4.475
   709.50    6.000    9.285    4.480
   709.60    6.000    9.285    4.480
   709.70    6.000    9.290    4.485
   709.80    6.000    9.290    4.480
   709.90    6.000    9.290    4.475
   710.00    6.000    9.290    4.470
   710.10    6.000    9.290    4.475
   710.20    6.000    9.290    4.475
   710.30    6.000    9.290    4.480
   710.40    6.000    9.290    4.475
   710.50    6.000    9.290    4.475
   710.60    6.000    9.290    4.480
   710.70    6.000    9.290    4.485
   710.80    6.000    9.290    4.485
   710.90    6.000    9.290    4.485
   711.00    6.000    9.290    4.485
   711.10    6.000    9.290    4.485
   711.20    6.000    9.290    4.490
   711.30    6.000    9.290    4.490
   711.40    6.000    9.290    4.490
   711.50    6.000    9.290    4.485
   711.60    6.000    9.290    4.480
   711.70    6.000    9.290    4.480
   711.80    6.000    9.290    4.480
   711.90    6.000    9.295    4.475
   712.00    6.000    9.290    4.480
   712.10    6.000    9.290    4.480
   712.20    6.000    9.290    4.480
   712.30    6.000    9.295    4.480
   712.40    6.000    9.290    4.480
   712.50    6.000    9.290    4.480
   712.60    6.000    9.295    4.475
   712.70    6.000    9.295    4.475
   712.80    6.000    9.295    4.475
   712.90    6.000    9.295    4.475
   713.00    6.000    9.295    4.480
   713.10    6.000    9.295    4.480
   713.20    6.000    9.295    4.480
   713.30    6.000    9.295    4.480
   713.40    6.000    9.295    4.480
   713.50    6.000    9.295    4.475
   713.60    6.000    9.295    4.480
   713.70    6.000    9.295    4.480
   713.80    6.000    9.295    4.475
   713.90    6.000    9.295    4.475
   714.00    6.000    9.295    4.470
   714.10    6.000    9.295    4.470
   714.20    6.000    9.295    4.465
   714.30    6.000    9.295    4.465
   714.40    6.000    9.295    4.470
   714.50    6.000    9.295    4.470
   714.60    6.000    9.295    4.460
   714.70    6.000    9.295    4.460
   714.80    6.000    9.295    4.460
   714.90    6.000    9.295    4.455
   715.00    6.000    9.300    4.460
   715.10    6.000    9.295    4.455
   715.20    6.000    9.300    4.460
   715.30    6.000    9.300    4.460
   715.40    6.000    9.300    4.460
   715.50    6.000    9.300    4.455
   715.60    6.000    9.300    4.460
   715.70    6.000    9.300    4.465
   715.80    6.000    9.300    4.465
   715.90    6.000    9.300    4.470
   716.00    6.000    9.300    4.470
   716.10    6.000    9.300    4.465
   716.20    6.000    9.300    4.465
   716.30    6.000    9.300    4.470
   716.40    6.000    9.300    4.470
   716.50    6.000    9.300    4.465
   716.60    6.000    9.300    4.465
   716.70    6.000    9.300    4.470
   716.80    6.000    9.300    4.460
   716.90    6.000    9.300    4.460
   717.00    6.000    9.300    4.465
   717.10    6.000    9.300    4.465
   717.20    6.000    9.300    4.465
